Index	Date	Open	High	Low	Close	Adj Close	Volume	CloseUSD
HSI	2/26/1987	2843.600098	2843.600098	2843.600098	2843.600098	2843.600098	0	369.6680127
HSI	2/27/1987	2877.899902	2877.899902	2877.899902	2877.899902	2877.899902	0	374.1269873
HSI	3/2/1987	2894.300049	2894.300049	2894.300049	2894.300049	2894.300049	0	376.2590064
HSI	3/3/1987	2939.100098	2939.100098	2939.100098	2939.100098	2939.100098	0	382.0830127
HSI	3/4/1987	2890.899902	2890.899902	2890.899902	2890.899902	2890.899902	0	375.8169873
HSI	3/5/1987	2798.399902	2798.399902	2798.399902	2798.399902	2798.399902	0	363.7919873
HSI	3/6/1987	2798.600098	2798.600098	2798.600098	2798.600098	2798.600098	0	363.8180127
HSI	3/9/1987	2820.399902	2820.399902	2820.399902	2820.399902	2820.399902	0	366.6519873
HSI	3/10/1987	2731.100098	2731.100098	2731.100098	2731.100098	2731.100098	0	355.0430127
HSI	3/11/1987	2760.899902	2760.899902	2760.899902	2760.899902	2760.899902	0	358.9169873
HSI	3/12/1987	2750.100098	2750.100098	2750.100098	2750.100098	2750.100098	0	357.5130127
HSI	3/13/1987	2721.199951	2721.199951	2721.199951	2721.199951	2721.199951	0	353.7559936
HSI	3/16/1987	2669.600098	2669.600098	2669.600098	2669.600098	2669.600098	0	347.0480127
HSI	3/17/1987	2629.300049	2629.300049	2629.300049	2629.300049	2629.300049	0	341.8090064
HSI	3/18/1987	2724	2724	2724	2724	2724	0	354.12
HSI	3/19/1987	2721.300049	2721.300049	2721.300049	2721.300049	2721.300049	0	353.7690064
HSI	3/20/1987	2780.600098	2780.600098	2780.600098	2780.600098	2780.600098	0	361.4780127
HSI	3/23/1987	2813.399902	2813.399902	2813.399902	2813.399902	2813.399902	0	365.7419873
HSI	3/24/1987	2828.100098	2828.100098	2828.100098	2828.100098	2828.100098	0	367.6530127
HSI	3/25/1987	2831.5	2831.5	2831.5	2831.5	2831.5	0	368.095
HSI	3/26/1987	2783.100098	2783.100098	2783.100098	2783.100098	2783.100098	0	361.8030127
HSI	3/27/1987	2798.699951	2798.699951	2798.699951	2798.699951	2798.699951	0	363.8309936
HSI	3/30/1987	2774.899902	2774.899902	2774.899902	2774.899902	2774.899902	0	360.7369873
HSI	3/31/1987	2713.800049	2713.800049	2713.800049	2713.800049	2713.800049	0	352.7940064
HSI	4/1/1987	2695.899902	2695.899902	2695.899902	2695.899902	2695.899902	0	350.4669873
HSI	4/2/1987	2709.399902	2709.399902	2709.399902	2709.399902	2709.399902	0	352.2219873
HSI	4/3/1987	2680	2680	2680	2680	2680	0	348.4
HSI	4/7/1987	2664.699951	2664.699951	2664.699951	2664.699951	2664.699951	0	346.4109936
HSI	4/8/1987	2729.600098	2729.600098	2729.600098	2729.600098	2729.600098	0	354.8480127
HSI	4/9/1987	2785.5	2785.5	2785.5	2785.5	2785.5	0	362.115
HSI	4/10/1987	2766.399902	2766.399902	2766.399902	2766.399902	2766.399902	0	359.6319873
HSI	4/13/1987	2708.899902	2708.899902	2708.899902	2708.899902	2708.899902	0	352.1569873
HSI	4/14/1987	2668.399902	2668.399902	2668.399902	2668.399902	2668.399902	0	346.8919873
HSI	4/15/1987	2693.600098	2693.600098	2693.600098	2693.600098	2693.600098	0	350.1680127
HSI	4/16/1987	2721.100098	2721.100098	2721.100098	2721.100098	2721.100098	0	353.7430127
HSI	4/21/1987	2713.399902	2713.399902	2713.399902	2713.399902	2713.399902	0	352.7419873
HSI	4/22/1987	2716.899902	2716.899902	2716.899902	2716.899902	2716.899902	0	353.1969873
HSI	4/23/1987	2719.899902	2719.899902	2719.899902	2719.899902	2719.899902	0	353.5869873
HSI	4/24/1987	2707.600098	2707.600098	2707.600098	2707.600098	2707.600098	0	351.9880127
HSI	4/27/1987	2636.5	2636.5	2636.5	2636.5	2636.5	0	342.745
HSI	4/28/1987	2617.100098	2617.100098	2617.100098	2617.100098	2617.100098	0	340.2230127
HSI	4/29/1987	2589.5	2589.5	2589.5	2589.5	2589.5	0	336.635
HSI	4/30/1987	2659.899902	2659.899902	2659.899902	2659.899902	2659.899902	0	345.7869873
HSI	5/1/1987	2685.399902	2685.399902	2685.399902	2685.399902	2685.399902	0	349.1019873
HSI	5/4/1987	2695.800049	2695.800049	2695.800049	2695.800049	2695.800049	0	350.4540064
HSI	5/5/1987	2713.800049	2713.800049	2713.800049	2713.800049	2713.800049	0	352.7940064
HSI	5/6/1987	2792.899902	2792.899902	2792.899902	2792.899902	2792.899902	0	363.0769873
HSI	5/7/1987	2785.600098	2785.600098	2785.600098	2785.600098	2785.600098	0	362.1280127
HSI	5/8/1987	2805.100098	2805.100098	2805.100098	2805.100098	2805.100098	0	364.6630127
HSI	5/11/1987	2846.899902	2846.899902	2846.899902	2846.899902	2846.899902	0	370.0969873
HSI	5/12/1987	2853.399902	2853.399902	2853.399902	2853.399902	2853.399902	0	370.9419873
HSI	5/13/1987	2833.5	2833.5	2833.5	2833.5	2833.5	0	368.355
HSI	5/14/1987	2853.899902	2853.899902	2853.899902	2853.899902	2853.899902	0	371.0069873
HSI	5/15/1987	2872.199951	2872.199951	2872.199951	2872.199951	2872.199951	0	373.3859936
HSI	5/18/1987	2875.399902	2875.399902	2875.399902	2875.399902	2875.399902	0	373.8019873
HSI	5/19/1987	2881.5	2881.5	2881.5	2881.5	2881.5	0	374.595
HSI	5/20/1987	2887.300049	2887.300049	2887.300049	2887.300049	2887.300049	0	375.3490064
HSI	5/21/1987	2871	2871	2871	2871	2871	0	373.23
HSI	5/22/1987	2897.600098	2897.600098	2897.600098	2897.600098	2897.600098	0	376.6880127
HSI	5/25/1987	2897.600098	2897.600098	2897.600098	2897.600098	2897.600098	0	376.6880127
HSI	5/26/1987	2935.899902	2935.899902	2935.899902	2935.899902	2935.899902	0	381.6669873
HSI	5/27/1987	2941.600098	2941.600098	2941.600098	2941.600098	2941.600098	0	382.4080127
HSI	5/28/1987	2950.800049	2950.800049	2950.800049	2950.800049	2950.800049	0	383.6040064
HSI	5/29/1987	2950.800049	2950.800049	2950.800049	2950.800049	2950.800049	0	383.6040064
HSI	6/2/1987	2934.100098	2934.100098	2934.100098	2934.100098	2934.100098	0	381.4330127
HSI	6/3/1987	2963	2963	2963	2963	2963	0	385.19
HSI	6/4/1987	3023.600098	3023.600098	3023.600098	3023.600098	3023.600098	0	393.0680127
HSI	6/5/1987	3064.300049	3064.300049	3064.300049	3064.300049	3064.300049	0	398.3590064
HSI	6/8/1987	3068	3068	3068	3068	3068	0	398.84
HSI	6/9/1987	3108.600098	3108.600098	3108.600098	3108.600098	3108.600098	0	404.1180127
HSI	6/10/1987	3097.300049	3097.300049	3097.300049	3097.300049	3097.300049	0	402.6490064
HSI	6/11/1987	3087.5	3087.5	3087.5	3087.5	3087.5	0	401.375
HSI	6/12/1987	3129.899902	3129.899902	3129.899902	3129.899902	3129.899902	0	406.8869873
HSI	6/16/1987	3170.899902	3170.899902	3170.899902	3170.899902	3170.899902	0	412.2169873
HSI	6/17/1987	3178.600098	3178.600098	3178.600098	3178.600098	3178.600098	0	413.2180127
HSI	6/18/1987	3133.699951	3133.699951	3133.699951	3133.699951	3133.699951	0	407.3809936
HSI	6/19/1987	3165.600098	3165.600098	3165.600098	3165.600098	3165.600098	0	411.5280127
HSI	6/22/1987	3131.199951	3131.199951	3131.199951	3131.199951	3131.199951	0	407.0559936
HSI	6/23/1987	3110.399902	3110.399902	3110.399902	3110.399902	3110.399902	0	404.3519873
HSI	6/24/1987	3179	3179	3179	3179	3179	0	413.27
HSI	6/25/1987	3136.300049	3136.300049	3136.300049	3136.300049	3136.300049	0	407.7190064
HSI	6/26/1987	3138.699951	3138.699951	3138.699951	3138.699951	3138.699951	0	408.0309936
HSI	6/29/1987	3152	3152	3152	3152	3152	0	409.76
HSI	6/30/1987	3178.199951	3178.199951	3178.199951	3178.199951	3178.199951	0	413.1659936
HSI	7/1/1987	3164	3164	3164	3164	3164	0	411.32
HSI	7/2/1987	3229.199951	3229.199951	3229.199951	3229.199951	3229.199951	0	419.7959936
HSI	7/3/1987	3226	3226	3226	3226	3226	0	419.38
HSI	7/6/1987	3220.699951	3220.699951	3220.699951	3220.699951	3220.699951	0	418.6909936
HSI	7/7/1987	3236.399902	3236.399902	3236.399902	3236.399902	3236.399902	0	420.7319873
HSI	7/8/1987	3251.399902	3251.399902	3251.399902	3251.399902	3251.399902	0	422.6819873
HSI	7/9/1987	3226	3226	3226	3226	3226	0	419.38
HSI	7/10/1987	3207.199951	3207.199951	3207.199951	3207.199951	3207.199951	0	416.9359936
HSI	7/13/1987	3216.100098	3216.100098	3216.100098	3216.100098	3216.100098	0	418.0930127
HSI	7/14/1987	3253.399902	3253.399902	3253.399902	3253.399902	3253.399902	0	422.9419873
HSI	7/15/1987	3262.300049	3262.300049	3262.300049	3262.300049	3262.300049	0	424.0990064
HSI	7/16/1987	3305.800049	3305.800049	3305.800049	3305.800049	3305.800049	0	429.7540064
HSI	7/17/1987	3342.100098	3342.100098	3342.100098	3342.100098	3342.100098	0	434.4730127
HSI	7/20/1987	3386.100098	3386.100098	3386.100098	3386.100098	3386.100098	0	440.1930127
HSI	7/21/1987	3353.800049	3353.800049	3353.800049	3353.800049	3353.800049	0	435.9940064
HSI	7/22/1987	3380.399902	3380.399902	3380.399902	3380.399902	3380.399902	0	439.4519873
HSI	7/23/1987	3366.800049	3366.800049	3366.800049	3366.800049	3366.800049	0	437.6840064
HSI	7/24/1987	3343.600098	3343.600098	3343.600098	3343.600098	3343.600098	0	434.6680127
HSI	7/27/1987	3346.899902	3346.899902	3346.899902	3346.899902	3346.899902	0	435.0969873
HSI	7/28/1987	3337.5	3337.5	3337.5	3337.5	3337.5	0	433.875
HSI	7/29/1987	3389.699951	3389.699951	3389.699951	3389.699951	3389.699951	0	440.6609936
HSI	7/30/1987	3419.300049	3419.300049	3419.300049	3419.300049	3419.300049	0	444.5090064
HSI	7/31/1987	3479.199951	3479.199951	3479.199951	3479.199951	3479.199951	0	452.2959936
HSI	8/3/1987	3514.300049	3514.300049	3514.300049	3514.300049	3514.300049	0	456.8590064
HSI	8/4/1987	3531.899902	3531.899902	3531.899902	3531.899902	3531.899902	0	459.1469873
HSI	8/5/1987	3517.100098	3517.100098	3517.100098	3517.100098	3517.100098	0	457.2230127
HSI	8/6/1987	3498	3498	3498	3498	3498	0	454.74
HSI	8/7/1987	3536.199951	3536.199951	3536.199951	3536.199951	3536.199951	0	459.7059936
HSI	8/10/1987	3543.800049	3543.800049	3543.800049	3543.800049	3543.800049	0	460.6940064
HSI	8/11/1987	3546.5	3546.5	3546.5	3546.5	3546.5	0	461.045
HSI	8/12/1987	3557.399902	3557.399902	3557.399902	3557.399902	3557.399902	0	462.4619873
HSI	8/13/1987	3514.300049	3514.300049	3514.300049	3514.300049	3514.300049	0	456.8590064
HSI	8/14/1987	3512.199951	3512.199951	3512.199951	3512.199951	3512.199951	0	456.5859936
HSI	8/17/1987	3510.699951	3510.699951	3510.699951	3510.699951	3510.699951	0	456.3909936
HSI	8/18/1987	3504.899902	3504.899902	3504.899902	3504.899902	3504.899902	0	455.6369873
HSI	8/19/1987	3450.600098	3450.600098	3450.600098	3450.600098	3450.600098	0	448.5780127
HSI	8/20/1987	3408	3408	3408	3408	3408	0	443.04
HSI	8/21/1987	3446.600098	3446.600098	3446.600098	3446.600098	3446.600098	0	448.0580127
HSI	8/24/1987	3391.300049	3391.300049	3391.300049	3391.300049	3391.300049	0	440.8690064
HSI	8/25/1987	3447.300049	3447.300049	3447.300049	3447.300049	3447.300049	0	448.1490064
HSI	8/26/1987	3526.300049	3526.300049	3526.300049	3526.300049	3526.300049	0	458.4190064
HSI	8/27/1987	3583.300049	3583.300049	3583.300049	3583.300049	3583.300049	0	465.8290064
HSI	8/28/1987	3611.699951	3611.699951	3611.699951	3611.699951	3611.699951	0	469.5209936
HSI	9/1/1987	3644.300049	3644.300049	3644.300049	3644.300049	3644.300049	0	473.7590064
HSI	9/2/1987	3635.899902	3635.899902	3635.899902	3635.899902	3635.899902	0	472.6669873
HSI	9/3/1987	3654	3654	3654	3654	3654	0	475.02
HSI	9/4/1987	3654.5	3654.5	3654.5	3654.5	3654.5	0	475.085
HSI	9/7/1987	3646.300049	3646.300049	3646.300049	3646.300049	3646.300049	0	474.0190064
HSI	9/8/1987	3601.5	3601.5	3601.5	3601.5	3601.5	0	468.195
HSI	9/9/1987	3577.600098	3577.600098	3577.600098	3577.600098	3577.600098	0	465.0880127
HSI	9/10/1987	3601	3601	3601	3601	3601	0	468.13
HSI	9/11/1987	3660.5	3660.5	3660.5	3660.5	3660.5	0	475.865
HSI	9/14/1987	3649.800049	3649.800049	3649.800049	3649.800049	3649.800049	0	474.4740064
HSI	9/15/1987	3646.899902	3646.899902	3646.899902	3646.899902	3646.899902	0	474.0969873
HSI	9/16/1987	3646.899902	3646.899902	3646.899902	3646.899902	3646.899902	0	474.0969873
HSI	9/17/1987	3571.399902	3571.399902	3571.399902	3571.399902	3571.399902	0	464.2819873
HSI	9/18/1987	3650	3650	3650	3650	3650	0	474.5
HSI	9/21/1987	3668	3668	3668	3668	3668	0	476.84
HSI	9/22/1987	3695.5	3695.5	3695.5	3695.5	3695.5	0	480.415
HSI	9/23/1987	3763.100098	3763.100098	3763.100098	3763.100098	3763.100098	0	489.2030127
HSI	9/24/1987	3768.399902	3768.399902	3768.399902	3768.399902	3768.399902	0	489.8919873
HSI	9/25/1987	3840.100098	3840.100098	3840.100098	3840.100098	3840.100098	0	499.2130127
HSI	9/28/1987	3884.699951	3884.699951	3884.699951	3884.699951	3884.699951	0	505.0109936
HSI	9/29/1987	3859.5	3859.5	3859.5	3859.5	3859.5	0	501.735
HSI	9/30/1987	3943.600098	3943.600098	3943.600098	3943.600098	3943.600098	0	512.6680127
HSI	10/1/1987	3949.699951	3949.699951	3949.699951	3949.699951	3949.699951	0	513.4609936
HSI	10/2/1987	3902.699951	3902.699951	3902.699951	3902.699951	3902.699951	0	507.3509936
HSI	10/5/1987	3947	3947	3947	3947	3947	0	513.11
HSI	10/6/1987	3925.300049	3925.300049	3925.300049	3925.300049	3925.300049	0	510.2890064
HSI	10/7/1987	3936.100098	3936.100098	3936.100098	3936.100098	3936.100098	0	511.6930127
HSI	10/9/1987	3882.399902	3882.399902	3882.399902	3882.399902	3882.399902	0	504.7119873
HSI	10/12/1987	3860.600098	3912.199951	3860.600098	3900.199951	3900.199951	0	507.0259936
HSI	10/13/1987	3875.399902	3894.800049	3841.300049	3841.300049	3841.300049	0	499.3690064
HSI	10/14/1987	3855.5	3858.899902	3844.5	3844.5	3844.5	0	499.785
HSI	10/15/1987	3839.800049	3855.399902	3828.600098	3828.600098	3828.600098	0	497.7180127
HSI	10/16/1987	3752.600098	3783.199951	3752.600098	3783.199951	3783.199951	0	491.8159936
HSI	10/19/1987	3665.699951	3665.699951	3362.399902	3362.399902	3362.399902	0	437.1119873
HSI	10/26/1987	2517.399902	2517.399902	2241.699951	2241.699951	2241.699951	0	291.4209936
HSI	10/27/1987	2331.800049	2395.699951	2331.800049	2395.699951	2395.699951	0	311.4409936
HSI	10/28/1987	2540.800049	2540.800049	2370.199951	2370.199951	2370.199951	0	308.1259936
HSI	10/29/1987	2202.800049	2204.5	2202.800049	2204.5	2204.5	0	286.585
HSI	10/30/1987	2202.800049	2204.5	2202.800049	2204.5	2204.5	0	286.585
HSI	11/2/1987	2224.800049	2240	2203.199951	2203.199951	2203.199951	0	286.4159936
HSI	11/3/1987	2213.100098	2223.199951	2180.5	2180.5	2180.5	0	283.465
HSI	11/4/1987	2057.300049	2077.100098	2057.300049	2077.100098	2077.100098	0	270.0230127
HSI	11/5/1987	2018.099976	2018.099976	1960.900024	1960.900024	1960.900024	0	254.9170031
HSI	11/6/1987	2002.099976	2113.699951	2002.099976	2113.699951	2113.699951	0	274.7809936
HSI	11/9/1987	2142.899902	2142.899902	2139.300049	2139.300049	2139.300049	0	278.1090064
HSI	11/10/1987	2093.399902	2093.399902	2043.199951	2043.199951	2043.199951	0	265.6159936
HSI	11/11/1987	2026.599976	2075.300049	2017	2075.300049	2075.300049	0	269.7890064
HSI	11/12/1987	2133.699951	2151.300049	2133.699951	2150.899902	2150.899902	0	279.6169873
HSI	11/13/1987	2253.699951	2253.699951	2226.699951	2226.699951	2226.699951	0	289.4709936
HSI	11/16/1987	2263.300049	2310.899902	2263.300049	2310.899902	2310.899902	0	300.4169873
HSI	11/17/1987	2308.399902	2317.5	2290.399902	2290.399902	2290.399902	0	297.7519873
HSI	11/18/1987	2259.600098	2285.199951	2259.600098	2285.199951	2285.199951	0	297.0759936
HSI	11/19/1987	2285.699951	2285.699951	2257.600098	2257.600098	2257.600098	0	293.4880127
HSI	11/20/1987	2198.100098	2214.699951	2198.100098	2214.699951	2214.699951	0	287.9109936
HSI	11/23/1987	2224.600098	2224.600098	2141.699951	2141.699951	2141.699951	0	278.4209936
HSI	11/24/1987	2160.899902	2171.800049	2134.800049	2134.800049	2134.800049	0	277.5240064
HSI	11/25/1987	2171.300049	2184.399902	2167.399902	2184.399902	2184.399902	0	283.9719873
HSI	11/26/1987	2193.199951	2193.199951	2179.600098	2179.600098	2179.600098	0	283.3480127
HSI	11/27/1987	2175.699951	2194	2160.699951	2194	2194	0	285.22
HSI	11/30/1987	2189.300049	2189.300049	2138.399902	2138.399902	2138.399902	0	277.9919873
HSI	12/1/1987	2086.699951	2108.600098	2086.699951	2108.600098	2108.600098	0	274.1180127
HSI	12/2/1987	2120.100098	2120.100098	2100.800049	2100.800049	2100.800049	0	273.1040064
HSI	12/3/1987	2083	2083	2057.399902	2057.399902	2057.399902	0	267.4619873
HSI	12/4/1987	1996	1996	1986.199951	1994.199951	1994.199951	0	259.2459936
HSI	12/7/1987	1950.5	1950.5	1894.900024	1894.900024	1894.900024	0	246.3370031
HSI	12/8/1987	1957.699951	1986.099976	1951.400024	1986.099976	1986.099976	0	258.1929969
HSI	12/9/1987	2031	2032.5	1985	1985	1985	0	258.05
HSI	12/10/1987	2001.599976	2027.699951	2001.599976	2027.699951	2027.699951	0	263.6009936
HSI	12/11/1987	1965.099976	1989.599976	1965.099976	1989.599976	1989.599976	0	258.6479969
HSI	12/14/1987	2032	2045	2032	2040.599976	2040.599976	0	265.2779969
HSI	12/15/1987	2079.100098	2088.300049	2079.100098	2080.600098	2080.600098	0	270.4780127
HSI	12/16/1987	2108.5	2145.699951	2108.5	2145.699951	2145.699951	0	278.9409936
HSI	12/17/1987	2144.5	2144.5	2127	2142.199951	2142.199951	0	278.4859936
HSI	12/18/1987	2142.699951	2180.5	2142.699951	2180.5	2180.5	0	283.465
HSI	12/21/1987	2247.399902	2278.100098	2247.399902	2278.100098	2278.100098	0	296.1530127
HSI	12/22/1987	2272.899902	2290.899902	2272.899902	2276.399902	2276.399902	0	295.9319873
HSI	12/23/1987	2284	2325.600098	2284	2325.600098	2325.600098	0	302.3280127
HSI	12/24/1987	2365.800049	2379.100098	2365.800049	2379.100098	2379.100098	0	309.2830127
HSI	12/28/1987	2305.699951	2318.399902	2286.800049	2286.800049	2286.800049	0	297.2840064
HSI	12/29/1987	2263	2301.300049	2263	2301.300049	2301.300049	0	299.1690064
HSI	12/30/1987	2295.300049	2297.800049	2292	2292	2292	0	297.96
HSI	12/31/1987	2317.800049	2317.800049	2302.800049	2302.800049	2302.800049	0	299.3640064
HSI	1/4/1988	2238.100098	2286.300049	2238.100098	2286.300049	2286.300049	0	297.2190064
HSI	1/5/1988	2370.100098	2403.199951	2370.100098	2403.199951	2403.199951	0	312.4159936
HSI	1/6/1988	2446.100098	2463	2436.800049	2463	2463	0	320.19
HSI	1/7/1988	2446.699951	2452.5	2446.699951	2452.5	2452.5	0	318.825
HSI	1/8/1988	2474.399902	2474.399902	2460.699951	2460.699951	2460.699951	0	319.8909936
HSI	1/11/1988	2414.899902	2428.800049	2400.800049	2400.800049	2400.800049	0	312.1040064
HSI	1/12/1988	2452.399902	2454.800049	2442.399902	2442.399902	2442.399902	0	317.5119873
HSI	1/13/1988	2429.199951	2429.199951	2383.800049	2383.800049	2383.800049	0	309.8940064
HSI	1/14/1988	2407.399902	2411.5	2393.899902	2411.5	2411.5	0	313.495
HSI	1/15/1988	2428	2429.800049	2428	2429.800049	2429.800049	0	315.8740064
HSI	1/18/1988	2508.600098	2512.199951	2508.600098	2512.199951	2512.199951	0	326.5859936
HSI	1/19/1988	2509.699951	2509.699951	2488.199951	2488.199951	2488.199951	0	323.4659936
HSI	1/20/1988	2472.899902	2484.300049	2472.899902	2484.300049	2484.300049	0	322.9590064
HSI	1/21/1988	2445.899902	2445.899902	2412.300049	2412.300049	2412.300049	0	313.5990064
HSI	1/22/1988	2410.300049	2422.399902	2409.800049	2422.399902	2422.399902	0	314.9119873
HSI	1/25/1988	2418.100098	2419.600098	2407.300049	2407.300049	2407.300049	0	312.9490064
HSI	1/26/1988	2392.300049	2426.100098	2392.300049	2426.100098	2426.100098	0	315.3930127
HSI	1/27/1988	2399.399902	2412.600098	2399.399902	2412.600098	2412.600098	0	313.6380127
HSI	1/28/1988	2406.699951	2412.699951	2406.699951	2412.699951	2412.699951	0	313.6509936
HSI	1/29/1988	2420	2420	2409.699951	2409.699951	2409.699951	0	313.2609936
HSI	2/1/1988	2374	2377.399902	2358.300049	2358.300049	2358.300049	0	306.5790064
HSI	2/2/1988	2337.199951	2337.199951	2298.5	2298.5	2298.5	0	298.805
HSI	2/3/1988	2303.100098	2354.5	2303.100098	2354.5	2354.5	0	306.085
HSI	2/4/1988	2316.300049	2316.300049	2295.300049	2295.300049	2295.300049	0	298.3890064
HSI	2/5/1988	2296.699951	2306.899902	2292.600098	2292.600098	2292.600098	0	298.0380127
HSI	2/8/1988	2252.600098	2252.600098	2223.600098	2223.600098	2223.600098	0	289.0680127
HSI	2/9/1988	2233.600098	2233.699951	2223	2223	2223	0	288.99
HSI	2/10/1988	2233.899902	2240.699951	2233.5	2233.5	2233.5	0	290.355
HSI	2/11/1988	2251.899902	2256.5	2245.399902	2256.5	2256.5	0	293.345
HSI	2/12/1988	2274.899902	2292	2274.899902	2287.199951	2287.199951	0	297.3359936
HSI	2/15/1988	2312.300049	2312.300049	2301.800049	2301.800049	2301.800049	0	299.2340064
HSI	2/16/1988	2307.399902	2328	2307.399902	2328	2328	0	302.64
HSI	2/22/1988	2345.699951	2347.199951	2344.600098	2347.199951	2347.199951	0	305.1359936
HSI	2/23/1988	2346.899902	2346.899902	2329.399902	2329.399902	2329.399902	0	302.8219873
HSI	2/24/1988	2337.399902	2338.199951	2336	2336	2336	0	303.68
HSI	2/25/1988	2328.600098	2355.899902	2328.600098	2355.899902	2355.899902	0	306.2669873
HSI	2/26/1988	2374.399902	2387	2374.399902	2383.899902	2383.899902	0	309.9069873
HSI	2/29/1988	2413.699951	2418.100098	2413.699951	2418.100098	2418.100098	0	314.3530127
HSI	3/1/1988	2446.399902	2454.699951	2437.699951	2454.699951	2454.699951	0	319.1109936
HSI	3/2/1988	2455.100098	2462.100098	2455.100098	2462.100098	2462.100098	0	320.0730127
HSI	3/3/1988	2455.399902	2468.5	2455.399902	2468.5	2468.5	0	320.905
HSI	3/4/1988	2458.699951	2472.399902	2458.699951	2472.399902	2472.399902	0	321.4119873
HSI	3/7/1988	2478.199951	2494.899902	2470.399902	2470.399902	2470.399902	0	321.1519873
HSI	3/8/1988	2474.199951	2493.300049	2474.199951	2493.300049	2493.300049	0	324.1290064
HSI	3/9/1988	2526.600098	2551.800049	2526.600098	2551.800049	2551.800049	0	331.7340064
HSI	3/10/1988	2584.399902	2598.300049	2584.399902	2591.300049	2591.300049	0	336.8690064
HSI	3/11/1988	2567	2595.5	2567	2595.5	2595.5	0	337.415
HSI	3/14/1988	2612.600098	2612.600098	2584.699951	2584.699951	2584.699951	0	336.0109936
HSI	3/15/1988	2578.800049	2578.899902	2568.399902	2578.899902	2578.899902	0	335.2569873
HSI	3/16/1988	2560	2560	2553.899902	2555	2555	0	332.15
HSI	3/17/1988	2570	2581.300049	2570	2581.300049	2581.300049	0	335.5690064
